source,title_words,title_is_question,words,read_min,paras,para_median_words,para_p90_words,lead_words,h2,h3,heads,words_per_section,head_question_pct,head_median_words,code_blocks,tables,images,lists,list_items,quotes,links_per_1kw,nums_per_100w,nums_in_lead_150,nums_per_100w_body,wps_median,wps_p90,pct_sent_over_30,pct_sent_under_12,we_per_1kw,you_per_1kw,i_per_1kw,emdash_per_1kw,has_code,has_chart
elastic,1,False,315,1.4,12,25.5,34,31,0,12,12,24,0,11.5,0,0,12,0,0,0,181.0,0.95,2,0.61,18.0,31,12.5,18.8,0.0,12.7,3.2,3.2,False,True
elastic,9,False,404,1.8,9,39,76,63,4,0,4,81,0,6.5,0,0,0,4,14,0,29.7,0.74,1,0.79,19,36,15.8,10.5,5.0,5.0,0.0,0.0,False,False
elastic,1,False,235,1.0,7,35,46,21,0,7,7,29,0,6,0,0,7,0,0,0,102.1,0.0,0,0.0,16.5,25,0.0,21.4,12.8,0.0,0.0,0.0,False,True
elastic,14,False,2766,12.0,31,88,161,32,13,3,16,163,0,5.0,0,0,17,1,3,0,4.7,0.72,1,0.73,18,31,11.3,14.2,2.9,1.1,1.8,0.0,False,True
elastic,10,False,687,3.0,12,55.5,85,41,3,0,3,172,0,7,0,0,0,2,7,0,23.3,0.44,0,0.56,25.5,37,21.4,10.7,32.0,5.8,0.0,8.7,False,False
elastic,3,False,1111,4.8,33,30,71,24,6,0,6,159,0,2.5,8,0,1,1,3,0,23.4,0.9,0,1.04,15.0,27,4.5,30.3,18.0,36.9,0.9,0.0,True,True
elastic,1,False,345,1.5,12,28.0,36,40,0,12,12,27,0,13.0,0,0,12,0,0,0,179.7,0.58,1,0.51,21,30,5.9,17.6,0.0,26.1,0.0,0.0,False,True
elastic,1,False,366,1.6,13,29,36,5,0,12,12,28,0,11.5,0,0,12,0,0,0,150.3,0.27,1,0.0,18.5,32,16.7,27.8,2.7,13.7,0.0,0.0,False,True
elastic,6,False,523,2.3,16,26.5,65,22,4,7,11,44,18,3,0,1,6,2,7,0,24.9,0.38,0,0.54,22,33,12.0,12.0,3.8,9.6,0.0,3.8,False,True
elastic,1,False,339,1.5,12,28.0,35,25,0,12,12,26,0,13.0,0,0,12,0,0,0,168.1,1.77,0,3.17,23.5,29,6.2,12.5,2.9,11.8,0.0,2.9,False,True
elastic,1,False,382,1.7,13,31,43,5,0,12,12,29,0,14.0,0,0,12,0,0,0,102.1,2.88,4,3.02,19.0,35,22.2,22.2,7.9,7.9,0.0,0.0,False,True
elastic,9,False,969,4.2,9,91,260,57,2,0,2,323,0,4.5,1,0,0,1,3,0,14.4,1.44,1,1.59,24,37,23.1,5.1,15.5,9.3,0.0,0.0,True,False
elastic,9,False,587,2.6,20,25.0,49,43,7,0,7,73,0,2,12,0,0,3,16,0,40.9,2.39,0,3.2,21,53,35.3,11.8,35.8,11.9,8.5,0.0,True,False
elastic,1,False,273,1.2,14,14.0,39,41,1,11,12,21,0,4.0,0,0,10,0,0,0,146.5,1.1,2,0.81,14,19,0.0,15.8,11.0,11.0,0.0,3.7,False,True
elastic,1,False,363,1.6,12,33.0,38,19,0,12,12,28,0,11.0,0,0,12,0,0,0,148.8,0.28,0,0.47,18,27,5.3,21.1,8.3,22.0,0.0,0.0,False,True
elastic,1,False,290,1.3,12,22.0,36,34,0,12,12,22,0,11.0,0,0,12,0,0,0,193.1,2.41,4,2.14,17.0,27,5.6,38.9,0.0,3.4,0.0,0.0,False,True
elastic,12,False,1151,5.0,26,41.5,101,20,5,0,5,192,0,5,10,0,0,1,3,0,12.2,0.43,1,0.4,24.5,37,34.1,11.4,22.6,9.6,0.0,0.9,True,False
elastic,1,False,472,2.1,15,32,40,17,1,11,12,36,8,9.5,0,0,10,0,0,0,91.1,1.69,5,0.93,18.5,32,16.7,20.8,8.5,4.2,0.0,2.1,False,True
elastic,13,False,490,2.1,7,66,96,90,5,2,7,61,0,4,0,0,1,1,3,0,30.6,0.61,1,0.59,26.5,35,40.0,10.0,6.1,34.7,0.0,10.2,False,True
elastic,10,False,1086,4.7,26,42.0,72,56,4,0,4,217,75,8.0,0,0,23,11,25,0,13.8,1.66,0,1.92,23.5,42,22.7,6.8,4.6,32.2,0.0,0.0,False,True
elastic,1,False,298,1.3,12,19.0,42,42,0,12,12,23,0,8.5,0,0,12,0,0,0,161.1,0.67,2,0.0,15,29,0.0,17.6,13.4,0.0,0.0,0.0,False,True
elastic,1,False,211,0.9,7,36,41,36,0,7,7,26,0,12,0,0,7,0,0,0,170.6,0.47,1,0.0,19.0,41,20.0,30.0,0.0,19.0,0.0,0.0,False,True
elastic,1,False,293,1.3,11,25,37,25,0,11,11,24,0,12,0,0,11,0,0,0,194.5,1.71,4,0.7,20,27,0.0,6.7,0.0,13.7,0.0,0.0,False,True
elastic,6,False,1850,8.0,38,42.0,85,81,12,0,12,142,0,4.5,14,0,1,3,8,0,13.5,0.43,0,0.47,24,33,16.0,8.6,25.9,7.0,1.1,0.5,True,True
elastic,8,False,674,2.9,18,33.0,69,67,4,3,7,84,0,3,10,0,0,3,8,0,17.8,1.34,0,1.72,18,31,12.9,12.9,16.3,4.5,5.9,0.0,True,False
elastic,5,False,478,2.1,14,23.5,66,62,6,0,6,68,0,3.0,4,0,0,3,9,0,27.2,0.0,0,0.0,12.5,24,0.0,37.5,29.3,20.9,2.1,0.0,True,False
elastic,16,False,506,2.2,9,54,92,57,4,0,4,101,0,11.5,0,0,3,3,10,0,19.8,0.59,1,0.56,23.5,47,30.0,15.0,11.9,11.9,0.0,0.0,False,True
elastic,6,False,938,4.1,20,44.0,77,26,4,1,5,156,0,2,5,0,7,1,3,0,22.4,0.64,0,0.76,18,37,14.0,9.3,36.2,5.3,0.0,1.1,True,True
elastic,7,False,3166,13.8,86,31.5,66,8,4,9,13,226,8,2,28,0,19,1,3,0,5.7,0.44,0,0.46,18,37,20.5,21.2,11.1,27.2,2.2,0.0,True,True
meilisearch,9,False,814,3.5,22,34.0,62,28,5,3,8,90,0,2.0,0,0,0,1,3,2,11.1,0.0,0,0.0,19.5,33,10.0,22.5,11.1,1.2,0.0,0.0,False,False
meilisearch,8,False,1403,6.1,71,19,32,23,13,3,16,83,75,7.0,0,0,1,9,35,0,5.0,0.14,0,0.16,17.5,29,8.1,25.7,5.0,13.5,0.0,0.0,False,True
meilisearch,2,False,399,1.7,20,20.0,39,26,4,3,7,50,0,3,0,0,0,1,3,0,75.2,2.51,5,2.01,12.0,23,7.1,46.4,20.1,12.5,2.5,0.0,False,False
meilisearch,9,False,1075,4.7,28,37.0,66,55,9,3,12,83,67,6.5,0,1,1,6,21,0,17.7,0.19,1,0.11,21,34,12.2,16.3,2.8,7.4,0.0,0.0,False,True
meilisearch,3,False,257,1.1,14,18.5,28,25,8,5,13,18,0,4,0,0,5,1,1,0,93.4,1.17,3,0.0,16,23,0.0,35.3,42.8,11.7,0.0,0.0,False,True
meilisearch,5,False,366,1.6,15,22,44,22,5,0,5,61,0,5,0,0,2,5,12,0,19.1,0.82,0,1.39,14.0,42,10.0,35.0,43.7,60.1,0.0,0.0,False,True
meilisearch,11,False,3769,16.4,124,29.5,48,39,10,41,51,72,31,4,0,0,8,6,18,0,3.2,0.05,0,0.06,11.0,21,1.3,54.9,1.6,14.6,0.0,0.0,False,True
meilisearch,2,False,386,1.7,18,23.5,30,22,5,0,5,64,0,3,0,0,0,4,10,0,54.4,1.3,3,0.85,13,35,19.0,42.9,18.1,31.1,0.0,0.0,False,False
meilisearch,9,True,1087,4.7,54,19.0,33,11,18,0,18,57,83,7.0,0,0,4,11,53,0,7.4,0.0,0,0.0,15,25,6.2,27.7,7.4,22.1,0.0,0.0,False,True
meilisearch,10,False,1263,5.5,51,23,40,35,13,4,17,70,88,7,0,0,3,9,38,0,3.2,0.0,0,0.0,18.0,24,4.2,18.1,0.0,24.5,1.6,0.0,False,True
meilisearch,9,False,1868,8.1,81,22,38,22,11,14,25,72,36,5,0,0,4,4,16,0,5.4,0.0,0,0.0,14,24,2.4,37.6,2.1,26.2,0.0,0.0,False,True
meilisearch,9,True,1486,6.5,67,21,40,23,16,9,25,57,72,6,0,0,3,7,31,0,10.1,0.2,0,0.22,17.5,29,7.5,17.5,1.3,8.7,0.0,0.0,False,True
meilisearch,2,False,1016,4.4,40,23.5,47,25,6,5,11,85,0,4,0,0,0,4,8,0,27.6,1.48,3,1.39,15.0,30,8.3,31.7,11.8,22.6,0.0,0.0,False,False
meilisearch,6,False,1146,5.0,49,24,39,29,7,7,14,76,36,5.0,0,0,19,1,4,0,17.5,0.17,0,0.2,17.0,30,7.8,25.0,8.7,63.7,0.0,0.0,False,True
meilisearch,7,False,1261,5.5,52,22.0,37,37,11,11,22,55,59,7.0,0,0,2,9,45,0,5.6,0.0,0,0.0,16,24,2.7,13.7,0.8,5.6,0.0,0.0,False,True
meilisearch,5,False,1026,4.5,30,37.0,53,61,6,3,9,103,33,4,0,0,2,3,13,0,19.5,0.39,0,0.46,16,23,3.1,26.2,6.8,7.8,0.0,0.0,False,True
meilisearch,6,False,584,2.5,18,27.0,57,33,5,0,5,97,0,2,0,0,2,3,9,3,1.7,0.0,0,0.0,19,41,14.8,14.8,20.5,0.0,0.0,0.0,False,True
meilisearch,6,False,1937,8.4,50,39.5,60,36,5,10,15,121,0,4,0,0,0,1,4,0,7.7,0.67,0,0.73,14.0,29,7.5,34.2,23.2,8.8,1.5,0.0,False,False
meilisearch,10,False,1183,5.1,40,29.0,47,26,9,4,13,84,46,8,0,0,0,4,15,0,4.2,0.0,0,0.0,17,25,0.0,15.9,1.7,65.9,0.0,0.0,False,False
meilisearch,10,False,2311,10.0,29,86,137,7,5,0,5,385,20,4,0,0,0,1,1,1,6.1,0.82,2,0.79,21,39,21.6,9.3,33.8,8.7,1.7,4.3,False,False
meilisearch,8,False,1487,6.5,64,22.0,38,26,13,9,22,65,55,6.0,0,0,1,4,20,0,4.7,0.0,0,0.0,15.0,23,1.1,28.7,2.0,5.4,0.0,0.0,False,True
meilisearch,10,False,2290,10.0,97,23,40,61,16,4,20,109,40,3.5,0,0,12,43,144,0,10.0,1.22,0,1.31,15,24,2.7,29.3,1.3,13.5,0.0,0.0,False,True
meilisearch,10,False,2248,9.8,64,33.0,52,51,8,12,20,107,25,4.0,0,2,10,2,10,0,43.1,0.93,2,0.91,18.0,29,4.2,11.9,0.0,7.6,1.3,0.0,False,True
meilisearch,3,False,320,1.4,13,24,35,34,5,4,9,32,0,5,0,0,1,4,12,2,15.6,1.56,3,1.18,15,22,0.0,28.6,56.2,31.2,0.0,0.0,False,True
meilisearch,10,False,2019,8.8,42,42.0,83,83,8,7,15,126,40,6,0,0,5,8,16,0,4.0,1.58,0,1.71,21.0,36,16.0,14.9,6.4,12.9,2.0,0.0,False,True
meilisearch,9,False,808,3.5,37,21,35,18,9,8,17,45,41,3,0,0,6,9,25,0,14.9,0.12,1,0.0,17,23,4.7,7.0,1.2,9.9,0.0,0.0,False,True
meilisearch,5,False,1718,7.5,77,19,44,24,5,16,21,78,19,9,0,0,2,14,48,0,4.1,0.47,0,0.51,14.0,25,4.5,38.2,1.2,35.5,0.0,0.0,False,True
meilisearch,2,False,691,3.0,30,23.5,35,25,7,4,11,58,0,4,0,0,0,0,0,0,40.5,2.75,4,2.77,12,25,4.3,42.6,14.5,8.7,0.0,0.0,False,False
meilisearch,11,False,2569,11.2,87,27,53,26,14,12,26,95,62,6.5,0,4,10,5,23,0,9.0,0.23,0,0.25,19,31,10.2,14.2,7.0,18.7,0.0,0.0,False,True
meilisearch,6,False,1783,7.8,70,23.0,45,24,18,0,18,94,17,3.0,0,0,15,29,86,0,6.2,0.0,0,0.0,18,31,11.0,16.5,0.0,17.4,0.0,0.0,False,True
meilisearch,9,False,1960,8.5,70,25.5,52,59,8,27,35,54,11,5,0,0,0,20,65,0,8.2,0.41,0,0.44,17.0,30,7.7,22.1,5.6,26.0,0.0,0.0,False,False
meilisearch,8,False,1881,8.2,78,20.5,46,35,15,16,31,59,55,8,0,0,5,7,31,0,4.3,0.27,0,0.29,15.0,24,4.2,27.1,4.8,10.1,0.0,0.0,False,True
meilisearch,9,False,1382,6.0,43,35,49,17,6,7,13,99,38,8,0,0,0,3,11,0,11.6,0.36,0,0.41,17,24,2.5,12.7,5.1,33.3,0.0,0.0,False,False
meilisearch,12,False,927,4.0,24,40.5,53,44,4,10,14,62,29,6.5,0,0,5,8,17,0,6.5,0.32,2,0.13,17,34,14.9,21.3,9.7,14.0,2.2,0.0,False,True
meilisearch,15,False,2486,10.8,76,32.5,55,25,8,16,24,99,4,3.0,0,2,0,17,49,1,14.5,0.24,0,0.26,19,32,12.8,23.2,8.0,18.5,0.0,0.4,False,True
meilisearch,9,False,1569,6.8,78,18.0,34,32,12,17,29,52,52,5,0,0,3,10,49,0,6.4,0.13,0,0.14,14.0,22,2.7,33.6,0.0,40.8,0.0,1.3,False,True
meilisearch,9,False,1757,7.6,72,25.0,40,33,9,16,25,68,20,5,0,0,3,10,31,0,17.1,0.46,0,0.5,18,26,5.2,15.5,33.6,22.8,0.0,0.0,False,True
meilisearch,8,False,820,3.6,28,30.0,51,48,8,3,11,68,36,8,0,0,0,5,16,0,6.1,0.0,0,0.0,20,34,14.6,19.5,8.5,17.1,1.2,0.0,False,False
meilisearch,5,False,595,2.6,26,16.5,43,34,2,0,2,198,0,5.5,0,0,2,4,12,0,23.5,0.5,1,0.45,13.0,34,13.3,33.3,35.3,11.8,0.0,0.0,False,True
meilisearch,11,False,1088,4.7,56,18.5,31,26,12,9,21,49,71,7,0,0,2,7,36,0,7.4,0.37,0,0.43,14.0,24,1.4,38.9,3.7,2.8,0.0,0.0,False,True
meilisearch,3,False,2450,10.7,58,42.0,67,28,9,12,21,111,38,4,0,0,0,0,0,0,8.6,0.82,2,0.78,17.0,28,6.0,14.2,2.4,7.8,0.0,0.0,False,False
meilisearch,7,False,1181,5.1,60,19.0,39,37,8,10,18,62,22,4.0,0,0,1,9,30,0,21.2,0.17,1,0.1,14.0,27,4.1,33.8,24.6,53.3,0.0,0.0,False,True
meilisearch,8,False,593,2.6,24,24.0,44,45,5,6,11,49,0,7,0,1,4,6,21,0,5.1,0.34,2,0.0,20.0,31,10.7,7.1,70.8,1.7,0.0,0.0,False,True
meilisearch,14,True,2091,9.1,54,41.0,63,40,11,4,15,131,40,6,0,1,9,3,16,0,19.6,1.24,1,1.29,13,23,2.0,38.1,0.5,16.7,0.0,0.0,False,True
meilisearch,7,False,612,2.7,20,28.5,64,64,5,0,5,102,0,7,0,0,0,4,16,4,3.3,0.16,0,0.22,21,34,13.8,20.7,9.8,3.3,0.0,0.0,False,False
meilisearch,11,False,2441,10.6,81,28,51,51,7,17,24,98,25,5.0,0,15,4,5,22,0,11.9,2.17,0,2.31,16.0,27,6.2,24.3,0.4,30.7,1.2,0.0,False,True
meilisearch,7,False,1982,8.6,80,21.0,41,15,12,24,36,54,36,5.0,0,0,8,5,26,0,5.0,0.45,0,0.49,16,27,5.9,31.1,5.0,14.1,1.5,0.0,False,True
meilisearch,14,True,1915,8.3,57,32,57,43,8,0,8,213,12,7.0,0,1,7,7,35,0,20.4,0.94,1,0.96,16.0,24,1.7,25.8,1.6,18.3,0.0,0.0,False,True
meilisearch,14,True,1795,7.8,44,43.0,68,60,9,4,13,128,38,6,0,1,10,7,46,0,16.7,0.5,2,0.43,15.5,27,5.6,24.1,0.6,21.7,0.0,0.0,False,True
meilisearch,8,False,744,3.2,18,45.0,64,10,0,3,3,186,0,2,0,3,2,2,8,0,12.1,5.38,3,6.23,18.0,29,5.0,17.5,25.5,1.3,0.0,0.0,False,True
meilisearch,7,False,1151,5.0,54,20.0,35,22,13,8,21,52,57,7,0,0,2,9,36,0,1.7,0.0,0,0.0,17.0,28,6.1,30.3,2.6,22.6,0.0,0.0,False,True
meilisearch,10,False,2077,9.0,87,23,42,23,17,4,21,94,38,4,0,0,11,52,153,1,12.5,0.39,1,0.36,19.0,32,11.0,15.0,2.4,8.7,0.0,0.0,False,True
meilisearch,6,False,561,2.4,24,24.5,37,8,9,0,9,56,0,5,0,0,2,9,27,0,3.6,0.53,0,0.73,18,31,12.9,35.5,19.6,53.5,1.8,0.0,False,True
meilisearch,7,False,1700,7.4,57,28,48,28,10,12,22,74,50,5.5,0,0,7,3,18,0,4.1,0.06,0,0.06,17,26,6.2,19.6,1.8,6.5,0.0,0.0,False,True
meilisearch,8,False,1174,5.1,62,18.0,31,23,12,9,21,53,86,6,0,0,1,9,45,0,6.0,0.0,0,0.0,15.0,23,2.6,26.3,4.3,11.9,0.0,0.0,False,True
meilisearch,7,False,1231,5.4,57,21,33,25,14,5,19,62,95,6,0,0,4,16,61,0,5.7,0.57,1,0.56,13,21,2.2,42.9,0.0,18.7,0.8,0.0,False,True
meilisearch,2,False,461,2.0,20,20.0,44,30,5,0,5,77,0,5,0,0,0,1,2,0,65.1,1.74,4,1.29,11.0,22,2.9,55.9,19.5,19.5,0.0,0.0,False,False
meilisearch,3,False,250,1.1,20,11.5,19,10,7,0,7,31,0,4,0,0,5,2,6,0,92.0,2.8,6,1.0,11,25,0.0,52.6,40.0,20.0,0.0,0.0,False,True
meilisearch,13,True,666,2.9,28,22.0,40,28,8,6,14,44,43,4.5,0,0,1,5,18,0,6.0,0.0,0,0.0,15.5,31,11.1,11.1,0.0,6.0,0.0,0.0,False,True
meilisearch,11,True,1808,7.9,74,23.5,42,29,9,11,20,86,50,6.0,0,2,11,5,24,0,5.5,1.77,0,1.93,16.0,26,4.6,26.9,6.1,17.1,0.6,0.0,False,True
meilisearch,4,False,645,2.8,20,35.0,50,49,3,5,8,72,38,5.0,0,0,0,2,5,0,10.9,0.16,0,0.2,18.5,30,5.9,11.8,9.3,41.9,0.0,0.0,False,False
meilisearch,8,False,2492,10.8,117,19,39,24,17,4,21,113,38,4,0,0,11,46,137,1,9.6,0.72,1,0.73,18,37,14.2,25.2,8.0,25.3,0.8,0.0,False,True
meilisearch,10,False,1451,6.3,40,35.5,78,57,9,0,9,145,11,6,0,0,7,1,3,0,6.2,1.03,4,0.85,23.0,43,20.0,8.3,23.4,7.6,1.4,0.0,False,True
meilisearch,4,False,770,3.3,28,26.0,48,40,5,13,18,41,28,5.5,0,1,0,4,11,0,9.1,0.65,2,0.48,17.5,26,4.5,25.0,1.3,9.1,0.0,0.0,False,True
meilisearch,3,False,271,1.2,14,16.0,35,28,7,5,12,21,8,4.0,0,0,4,1,1,0,73.8,1.11,3,0.0,13,22,0.0,36.8,29.5,11.1,0.0,0.0,False,True
meilisearch,14,False,733,3.2,22,36.0,50,39,5,0,5,122,0,5,0,0,0,3,15,0,4.1,0.14,1,0.0,20.0,31,11.1,16.7,64.1,31.4,0.0,0.0,False,False
meilisearch,8,False,1098,4.8,52,19.5,36,32,6,17,23,46,0,5,0,0,2,18,62,0,4.6,0.18,2,0.0,14,28,6.0,28.4,2.7,20.9,0.0,0.0,False,True
meilisearch,11,False,2862,12.4,117,23,43,27,17,4,21,130,38,4,0,1,11,48,150,2,9.4,0.45,1,0.44,19,30,9.4,22.1,3.1,29.7,0.0,0.0,False,True
meilisearch,11,False,1972,8.6,60,34.0,55,54,7,7,14,131,7,4.0,0,2,7,2,10,0,27.4,0.61,1,0.6,18,29,5.6,15.9,0.0,6.6,1.5,0.0,False,True
meilisearch,12,False,542,2.4,14,38.5,56,28,6,0,6,77,0,6.5,0,0,0,4,13,2,1.8,0.92,2,0.77,28,38,28.6,14.3,9.2,0.0,0.0,3.7,False,False
meilisearch,9,False,1547,6.7,78,18.0,37,42,14,10,24,62,54,6.5,0,0,2,9,40,0,5.8,0.0,0,0.0,17.0,25,1.2,11.9,4.5,7.1,0.0,0.0,False,True
meilisearch,3,False,276,1.2,13,18,30,29,7,0,7,34,0,4,0,0,5,1,1,0,72.5,1.09,3,0.0,13.5,20,0.0,35.0,54.3,18.1,0.0,0.0,False,True
meilisearch,13,True,971,4.2,50,19.5,29,23,12,5,17,54,65,6,0,0,3,7,32,0,7.2,0.0,0,0.0,16,28,7.5,18.9,2.1,23.7,0.0,0.0,False,True
meilisearch,8,False,738,3.2,32,24.5,39,36,4,8,12,57,50,4.5,0,0,1,2,6,0,33.9,0.27,0,0.34,14,27,6.7,26.7,8.1,39.3,0.0,0.0,False,True
meilisearch,3,False,466,2.0,16,32.5,50,35,3,1,4,93,0,3.0,0,0,3,6,10,3,30.0,1.29,1,1.58,12.5,32,15.4,46.2,17.2,27.9,0.0,0.0,False,True
meilisearch,11,False,733,3.2,22,34.0,52,23,7,0,7,92,0,4,0,0,4,2,7,1,8.2,0.27,1,0.17,14.0,29,8.0,42.0,8.2,50.5,2.7,0.0,False,True
meilisearch,11,False,1723,7.5,63,26,43,29,8,11,19,86,63,5,0,5,0,2,8,0,33.1,0.35,0,0.38,19.0,26,1.1,11.1,1.7,18.0,0.0,0.0,False,True
meilisearch,14,True,2444,10.6,60,45.0,68,42,9,0,9,244,11,8,0,1,7,4,24,0,24.5,0.45,0,0.48,13.5,27,7.3,39.6,0.4,16.0,0.0,0.0,False,True
meilisearch,8,False,734,3.2,20,33.5,74,28,5,0,5,122,0,8,0,0,2,2,8,1,4.1,0.27,2,0.0,19.5,34,18.8,3.1,2.7,0.0,0.0,0.0,False,True
meilisearch,5,False,2792,12.1,96,31.0,42,17,10,37,47,58,11,4,0,1,2,9,31,0,4.3,0.43,1,0.42,15,23,4.0,24.6,0.4,5.0,0.0,0.0,False,True
meilisearch,7,False,1751,7.6,77,20,39,39,11,22,33,52,36,4,0,0,6,4,25,0,4.6,0.23,0,0.25,18,33,11.2,18.0,0.6,19.4,0.0,0.0,False,True
meilisearch,7,False,1768,7.7,26,57.0,138,58,11,13,24,71,42,3.5,0,0,13,18,136,0,0.6,0.28,0,0.31,15,26,2.8,23.4,1.7,36.8,0.0,0.0,False,True
meilisearch,8,False,1897,8.2,82,22.0,41,22,11,24,35,53,29,5,0,0,13,8,30,0,9.0,0.26,0,0.29,14,24,5.0,29.8,4.2,23.2,0.0,0.0,False,True
meilisearch,11,False,1201,5.2,35,31,55,55,7,4,11,100,55,6,0,0,4,1,3,0,11.7,1.25,1,1.33,20,40,17.0,11.3,11.7,10.8,0.0,0.0,False,True
meilisearch,11,False,1435,6.2,62,21.5,35,28,10,16,26,53,31,5.0,0,1,6,3,13,0,7.0,0.14,0,0.16,16,30,6.2,25.9,1.4,7.0,0.0,0.0,False,True
meilisearch,14,False,1318,5.7,42,30.0,51,51,8,0,8,146,0,5.5,0,0,0,3,13,1,6.1,0.68,2,0.6,11,25,2.0,51.5,1.5,15.9,9.1,0.0,False,False
meilisearch,8,False,499,2.2,22,20.5,32,22,6,0,6,71,0,6.0,0,0,0,0,0,0,8.0,0.0,0,0.0,12,21,0.0,43.6,8.0,48.1,0.0,0.0,False,False
meilisearch,8,False,1449,6.3,69,18,33,17,10,15,25,56,44,5,0,0,4,8,41,0,4.8,0.21,0,0.23,13.0,23,3.0,39.0,29.7,21.4,0.0,0.0,False,True
meilisearch,8,False,915,4.0,39,24,40,34,11,9,20,44,45,6.5,0,0,2,5,28,0,3.3,0.0,0,0.0,15,24,0.0,28.8,2.2,15.3,0.0,0.0,False,True
meilisearch,2,False,493,2.1,23,18,39,10,4,6,10,45,0,3.5,0,0,0,2,5,0,50.7,2.23,5,1.75,15.5,28,6.7,33.3,14.2,14.2,0.0,0.0,False,False
meilisearch,8,False,236,1.0,6,38.0,63,29,3,0,3,59,0,1,0,0,0,0,0,0,16.9,2.97,7,0.0,26,49,22.2,11.1,16.9,12.7,0.0,0.0,False,False
meilisearch,8,False,1755,7.6,55,31,48,16,6,18,24,70,4,5.0,0,0,3,5,23,0,7.4,0.28,0,0.31,15,23,0.9,33.3,4.0,11.4,1.1,0.0,False,True
meilisearch,9,False,1746,7.6,64,25.0,46,29,13,12,25,67,60,6,0,0,2,9,40,0,4.0,0.0,0,0.0,16.0,29,5.0,23.0,0.0,18.3,0.6,0.0,False,True
meilisearch,9,False,1469,6.4,69,19,40,17,16,4,20,70,40,3.0,0,0,11,50,156,0,12.9,0.34,2,0.23,17,30,7.6,24.1,4.8,18.4,0.7,0.0,False,True
meilisearch,9,False,1037,4.5,47,21,37,33,7,9,16,61,31,6.0,0,0,2,4,18,0,4.8,0.19,0,0.23,16.0,24,1.6,27.4,34.7,13.5,1.9,0.0,False,True
meilisearch,14,False,1200,5.2,33,33,62,39,3,3,6,171,17,5.0,0,0,6,7,23,0,15.0,2.0,6,1.71,20,45,26.5,14.3,37.5,9.2,10.0,0.0,False,True
meilisearch,2,False,424,1.8,24,15.5,31,26,5,2,7,53,0,4,0,0,0,3,7,0,61.3,2.59,5,2.19,12.0,33,15.4,46.2,21.2,11.8,0.0,0.0,False,False
meilisearch,5,False,241,1.0,12,18.0,36,20,4,0,4,48,0,3.0,0,0,3,0,0,0,29.0,0.0,0,0.0,14,22,0.0,41.2,24.9,37.3,0.0,0.0,False,True
meilisearch,7,False,1528,6.6,65,22,39,22,18,6,24,61,92,6.5,0,0,4,10,38,0,5.9,0.0,0,0.0,17.0,24,3.3,19.6,2.0,6.5,0.0,0.0,False,True
meilisearch,6,False,1072,4.7,50,19.5,40,25,10,9,19,54,58,6,0,0,2,5,26,0,7.5,0.0,0,0.0,15.0,31,11.3,30.6,4.7,8.4,0.0,0.0,False,True
meilisearch,8,False,1859,8.1,29,61,107,22,0,3,3,465,33,7,0,1,2,1,2,0,11.8,1.88,3,1.87,19,33,16.1,16.1,12.9,9.1,11.3,0.0,False,True
meilisearch,8,False,1792,7.8,53,34,54,44,11,13,24,72,46,5.0,0,2,3,11,35,0,10.0,0.39,0,0.43,19.0,30,9.1,17.0,5.0,0.6,0.0,0.0,False,True
meilisearch,8,False,1499,6.5,66,21.5,37,19,15,61,76,19,4,1.0,0,0,6,58,196,0,35.4,0.13,0,0.15,19.0,30,9.2,17.1,6.7,20.7,0.0,0.0,False,True
meilisearch,11,False,1002,4.4,40,17.0,52,8,7,2,9,100,0,6,0,0,0,4,13,0,15.0,0.5,1,0.47,14.0,29,7.6,40.9,8.0,46.9,0.0,0.0,False,False
meilisearch,10,False,2098,9.1,101,19,36,22,18,5,23,87,48,4,0,0,12,54,150,0,24.3,0.67,0,0.72,20,34,11.2,18.7,1.9,4.8,0.0,0.0,False,True
meilisearch,17,False,946,4.1,46,19.0,33,23,7,4,11,79,0,5,0,0,4,2,9,0,1.1,1.69,3,1.63,17,26,5.5,21.8,15.9,4.2,0.0,0.0,False,True
meilisearch,8,False,1236,5.4,54,21.0,35,35,11,11,22,54,59,5.5,0,0,3,6,23,0,4.0,0.16,0,0.18,17.0,23,1.4,18.9,3.2,8.9,0.0,0.0,False,True
meilisearch,6,False,1407,6.1,66,19.0,36,17,10,15,25,54,32,5,0,0,4,9,37,0,5.7,0.43,2,0.32,16.5,31,10.0,25.0,16.3,13.5,0.0,0.0,False,True
meilisearch,9,False,531,2.3,19,32,45,44,6,0,6,76,0,6.5,0,0,0,5,15,0,28.2,0.19,0,0.26,16.5,25,0.0,23.5,20.7,45.2,0.0,0.0,False,False
meilisearch,11,False,951,4.1,18,53.5,81,65,4,0,4,190,0,9.0,0,0,3,0,0,0,12.6,1.79,3,1.75,16,33,13.7,29.4,8.4,17.9,0.0,0.0,False,True
meilisearch,9,False,1267,5.5,20,67.5,109,25,3,0,3,317,33,6,0,0,1,2,5,0,15.0,0.71,4,0.45,17.0,34,13.6,19.7,34.7,11.8,3.2,0.0,False,True
meilisearch,14,True,2729,11.9,64,44.0,62,18,10,0,10,248,20,7.0,0,1,7,4,23,0,11.7,0.29,1,0.27,13.5,22,3.1,41.2,0.7,13.6,0.0,0.0,False,True
